ID, ID_STUDENT, ID_CURS, VALOARE, DATA_NOTARE, CREATED_AT, UPDATED_AT
7463, 466, 7, 10, 04-JUL-18, 04-JUL-18, 04-JUL-18
7464, 466, 8, 10, 01-JUL-18, 01-JUL-18, 01-JUL-18
7465, 466, 9, 6, 20-FEB-19, 20-FEB-19, 20-FEB-19
7466, 466, 10, 6, 13-FEB-19, 13-FEB-19, 13-FEB-19
7467, 466, 11, 9, 18-FEB-19, 18-FEB-19, 18-FEB-19
7468, 466, 12, 8, 10-FEB-19, 10-FEB-19, 10-FEB-19
7469, 466, 13, 9, 05-JUL-19, 05-JUL-19, 05-JUL-19
7470, 466, 14, 4, 11-JUL-19, 11-JUL-19, 11-JUL-19
7471, 466, 15, 4, 30-JUN-19, 30-JUN-19, 30-JUN-19
7472, 466, 16, 6, 03-JUL-19, 03-JUL-19, 03-JUL-19
7473, 467, 1, 8, 13-FEB-19, 13-FEB-19, 13-FEB-19
7474, 467, 2, 7, 14-FEB-19, 14-FEB-19, 14-FEB-19
7475, 467, 3, 10, 16-FEB-19, 16-FEB-19, 16-FEB-19
7476, 467, 4, 4, 18-FEB-19, 18-FEB-19, 18-FEB-19
7477, 467, 5, 8, 04-JUL-19, 04-JUL-19, 04-JUL-19
7478, 467, 6, 9, 11-JUL-19, 11-JUL-19, 11-JUL-19
7479, 467, 7, 7, 09-JUL-19, 09-JUL-19, 09-JUL-19
7480, 467, 8, 4, 06-JUL-19, 06-JUL-19, 06-JUL-19
7481, 468, 1, 5, 18-FEB-19, 18-FEB-19, 18-FEB-19
7482, 468, 2, 7, 19-FEB-19, 19-FEB-19, 19-FEB-19
7483, 468, 3, 4, 19-FEB-19, 19-FEB-19, 19-FEB-19
7484, 468, 4, 10, 14-FEB-19, 14-FEB-19, 14-FEB-19
7485, 468, 5, 4, 01-JUL-19, 01-JUL-19, 01-JUL-19
7486, 468, 6, 4, 30-JUN-19, 30-JUN-19, 30-JUN-19
7487, 468, 7, 7, 12-JUL-19, 12-JUL-19, 12-JUL-19
7488, 468, 8, 8, 05-JUL-19, 05-JUL-19, 05-JUL-19
7489, 469, 1, 8, 21-FEB-18, 21-FEB-18, 21-FEB-18
7490, 469, 2, 9, 19-FEB-18, 19-FEB-18, 19-FEB-18
7491, 469, 3, 8, 22-FEB-18, 22-FEB-18, 22-FEB-18
7492, 469, 4, 4, 10-FEB-18, 10-FEB-18, 10-FEB-18
7493, 469, 5, 4, 01-JUL-18, 01-JUL-18, 01-JUL-18
7494, 469, 6, 5, 01-JUL-18, 01-JUL-18, 01-JUL-18
7495, 469, 7, 7, 04-JUL-18, 04-JUL-18, 04-JUL-18
7496, 469, 8, 10, 10-JUL-18, 10-JUL-18, 10-JUL-18
7497, 469, 9, 7, 10-FEB-19, 10-FEB-19, 10-FEB-19
7498, 469, 10, 8, 17-FEB-19, 17-FEB-19, 17-FEB-19
7499, 469, 11, 7, 13-FEB-19, 13-FEB-19, 13-FEB-19
7500, 469, 12, 6, 15-FEB-19, 15-FEB-19, 15-FEB-19
7501, 469, 13, 6, 11-JUL-19, 11-JUL-19, 11-JUL-19
7502, 469, 14, 6, 07-JUL-19, 07-JUL-19, 07-JUL-19
7503, 469, 15, 10, 06-JUL-19, 06-JUL-19, 06-JUL-19
7504, 469, 16, 4, 11-JUL-19, 11-JUL-19, 11-JUL-19
7505, 470, 1, 7, 14-FEB-19, 14-FEB-19, 14-FEB-19
7506, 470, 2, 7, 17-FEB-19, 17-FEB-19, 17-FEB-19
7507, 470, 3, 7, 12-FEB-19, 12-FEB-19, 12-FEB-19
7508, 470, 4, 8, 11-FEB-19, 11-FEB-19, 11-FEB-19
7509, 470, 5, 9, 04-JUL-19, 04-JUL-19, 04-JUL-19
7510, 470, 6, 10, 09-JUL-19, 09-JUL-19, 09-JUL-19
7511, 470, 7, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
7512, 470, 8, 5, 13-JUL-19, 13-JUL-19, 13-JUL-19
7513, 471, 1, 8, 19-FEB-18, 19-FEB-18, 19-FEB-18
7514, 471, 2, 4, 19-FEB-18, 19-FEB-18, 19-FEB-18
7515, 471, 3, 9, 10-FEB-18, 10-FEB-18, 10-FEB-18
7516, 471, 4, 8, 23-FEB-18, 23-FEB-18, 23-FEB-18
7517, 471, 5, 5, 13-JUL-18, 13-JUL-18, 13-JUL-18
7518, 471, 6, 6, 01-JUL-18, 01-JUL-18, 01-JUL-18
7519, 471, 7, 10, 08-JUL-18, 08-JUL-18, 08-JUL-18
7520, 471, 8, 6, 01-JUL-18, 01-JUL-18, 01-JUL-18
7521, 471, 9, 8, 19-FEB-19, 19-FEB-19, 19-FEB-19
7522, 471, 10, 7, 21-FEB-19, 21-FEB-19, 21-FEB-19
7523, 471, 11, 9, 10-FEB-19, 10-FEB-19, 10-FEB-19
7524, 471, 12, 6, 19-FEB-19, 19-FEB-19, 19-FEB-19
7525, 471, 13, 5, 05-JUL-19, 05-JUL-19, 05-JUL-19
7526, 471, 14, 10, 08-JUL-19, 08-JUL-19, 08-JUL-19
7527, 471, 15, 6, 08-JUL-19, 08-JUL-19, 08-JUL-19
7528, 471, 16, 7, 06-JUL-19, 06-JUL-19, 06-JUL-19
7529, 472, 1, 5, 23-FEB-19, 23-FEB-19, 23-FEB-19
7530, 472, 2, 7, 16-FEB-19, 16-FEB-19, 16-FEB-19
7531, 472, 3, 9, 19-FEB-19, 19-FEB-19, 19-FEB-19
7532, 472, 4, 5, 19-FEB-19, 19-FEB-19, 19-FEB-19
7533, 472, 5, 8, 11-JUL-19, 11-JUL-19, 11-JUL-19
7534, 472, 6, 9, 12-JUL-19, 12-JUL-19, 12-JUL-19
7535, 472, 7, 5, 05-JUL-19, 05-JUL-19, 05-JUL-19
7536, 472, 8, 10, 01-JUL-19, 01-JUL-19, 01-JUL-19
7537, 473, 1, 7, 17-FEB-19, 17-FEB-19, 17-FEB-19
7538, 473, 2, 8, 16-FEB-19, 16-FEB-19, 16-FEB-19
7539, 473, 3, 8, 22-FEB-19, 22-FEB-19, 22-FEB-19
7540, 473, 4, 4, 17-FEB-19, 17-FEB-19, 17-FEB-19
7541, 473, 5, 5, 11-JUL-19, 11-JUL-19, 11-JUL-19
7542, 473, 6, 8, 13-JUL-19, 13-JUL-19, 13-JUL-19
7543, 473, 7, 7, 01-JUL-19, 01-JUL-19, 01-JUL-19
7544, 473, 8, 10, 01-JUL-19, 01-JUL-19, 01-JUL-19
7545, 474, 1, 8, 15-FEB-19, 15-FEB-19, 15-FEB-19
7546, 474, 2, 6, 21-FEB-19, 21-FEB-19, 21-FEB-19
7547, 474, 3, 9, 18-FEB-19, 18-FEB-19, 18-FEB-19
7548, 474, 4, 7, 19-FEB-19, 19-FEB-19, 19-FEB-19
7549, 474, 5, 8, 04-JUL-19, 04-JUL-19, 04-JUL-19
7550, 474, 6, 7, 04-JUL-19, 04-JUL-19, 04-JUL-19
7551, 474, 7, 9, 01-JUL-19, 01-JUL-19, 01-JUL-19
7552, 474, 8, 10, 04-JUL-19, 04-JUL-19, 04-JUL-19
7553, 475, 1, 4, 20-FEB-18, 20-FEB-18, 20-FEB-18
7554, 475, 2, 7, 17-FEB-18, 17-FEB-18, 17-FEB-18
7555, 475, 3, 4, 23-FEB-18, 23-FEB-18, 23-FEB-18
7556, 475, 4, 9, 17-FEB-18, 17-FEB-18, 17-FEB-18
7557, 475, 5, 7, 05-JUL-18, 05-JUL-18, 05-JUL-18
7558, 475, 6, 9, 02-JUL-18, 02-JUL-18, 02-JUL-18
7559, 475, 7, 9, 03-JUL-18, 03-JUL-18, 03-JUL-18
7560, 475, 8, 5, 02-JUL-18, 02-JUL-18, 02-JUL-18
7561, 475, 9, 8, 13-FEB-19, 13-FEB-19, 13-FEB-19
7562, 475, 10, 4, 11-FEB-19, 11-FEB-19, 11-FEB-19
7563, 475, 11, 9, 11-FEB-19, 11-FEB-19, 11-FEB-19
7564, 475, 12, 9, 15-FEB-19, 15-FEB-19, 15-FEB-19
7565, 475, 13, 9, 03-JUL-19, 03-JUL-19, 03-JUL-19
7566, 475, 14, 4, 02-JUL-19, 02-JUL-19, 02-JUL-19
7567, 475, 15, 10, 06-JUL-19, 06-JUL-19, 06-JUL-19
7568, 475, 16, 8, 13-JUL-19, 13-JUL-19, 13-JUL-19
7569, 476, 1, 7, 13-FEB-17, 13-FEB-17, 13-FEB-17
7570, 476, 2, 4, 12-FEB-17, 12-FEB-17, 12-FEB-17
7571, 476, 3, 7, 17-FEB-17, 17-FEB-17, 17-FEB-17
7572, 476, 4, 8, 19-FEB-17, 19-FEB-17, 19-FEB-17
7573, 476, 5, 9, 30-JUN-17, 30-JUN-17, 30-JUN-17
7574, 476, 6, 9, 01-JUL-17, 01-JUL-17, 01-JUL-17
7575, 476, 7, 8, 08-JUL-17, 08-JUL-17, 08-JUL-17
7576, 476, 8, 7, 09-JUL-17, 09-JUL-17, 09-JUL-17
7577, 476, 9, 6, 15-FEB-18, 15-FEB-18, 15-FEB-18
7578, 476, 10, 5, 17-FEB-18, 17-FEB-18, 17-FEB-18
7579, 476, 11, 8, 17-FEB-18, 17-FEB-18, 17-FEB-18
7580, 476, 12, 9, 20-FEB-18, 20-FEB-18, 20-FEB-18
7581, 476, 13, 8, 11-JUL-18, 11-JUL-18, 11-JUL-18
7582, 476, 14, 6, 07-JUL-18, 07-JUL-18, 07-JUL-18
7583, 476, 15, 7, 12-JUL-18, 12-JUL-18, 12-JUL-18
7584, 476, 16, 8, 05-JUL-18, 05-JUL-18, 05-JUL-18
7585, 476, 17, 6, 23-FEB-19, 23-FEB-19, 23-FEB-19
7586, 476, 18, 8, 22-FEB-19, 22-FEB-19, 22-FEB-19
7587, 476, 19, 9, 16-FEB-19, 16-FEB-19, 16-FEB-19
7588, 476, 20, 5, 10-FEB-19, 10-FEB-19, 10-FEB-19
7589, 476, 21, 5, 09-JUL-19, 09-JUL-19, 09-JUL-19
7590, 476, 22, 8, 13-JUL-19, 13-JUL-19, 13-JUL-19
7591, 476, 23, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
7592, 476, 24, 7, 05-JUL-19, 05-JUL-19, 05-JUL-19
7593, 477, 1, 8, 13-FEB-18, 13-FEB-18, 13-FEB-18
7594, 477, 2, 10, 12-FEB-18, 12-FEB-18, 12-FEB-18
7595, 477, 3, 8, 18-FEB-18, 18-FEB-18, 18-FEB-18
7596, 477, 4, 4, 18-FEB-18, 18-FEB-18, 18-FEB-18
7597, 477, 5, 8, 03-JUL-18, 03-JUL-18, 03-JUL-18
7598, 477, 6, 6, 07-JUL-18, 07-JUL-18, 07-JUL-18
7599, 477, 7, 4, 02-JUL-18, 02-JUL-18, 02-JUL-18
7600, 477, 8, 4, 07-JUL-18, 07-JUL-18, 07-JUL-18
7601, 477, 9, 10, 14-FEB-19, 14-FEB-19, 14-FEB-19
7602, 477, 10, 4, 19-FEB-19, 19-FEB-19, 19-FEB-19
7603, 477, 11, 8, 19-FEB-19, 19-FEB-19, 19-FEB-19
7604, 477, 12, 4, 22-FEB-19, 22-FEB-19, 22-FEB-19
7605, 477, 13, 7, 09-JUL-19, 09-JUL-19, 09-JUL-19
7606, 477, 14, 4, 12-JUL-19, 12-JUL-19, 12-JUL-19
7607, 477, 15, 4, 10-JUL-19, 10-JUL-19, 10-JUL-19
7608, 477, 16, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
7609, 478, 1, 8, 14-FEB-18, 14-FEB-18, 14-FEB-18
7610, 478, 2, 7, 15-FEB-18, 15-FEB-18, 15-FEB-18
7611, 478, 3, 10, 12-FEB-18, 12-FEB-18, 12-FEB-18
7612, 478, 4, 5, 21-FEB-18, 21-FEB-18, 21-FEB-18
7613, 478, 5, 6, 30-JUN-18, 30-JUN-18, 30-JUN-18
7614, 478, 6, 8, 02-JUL-18, 02-JUL-18, 02-JUL-18
7615, 478, 7, 7, 13-JUL-18, 13-JUL-18, 13-JUL-18
7616, 478, 8, 10, 05-JUL-18, 05-JUL-18, 05-JUL-18
7617, 478, 9, 8, 12-FEB-19, 12-FEB-19, 12-FEB-19
7618, 478, 10, 5, 20-FEB-19, 20-FEB-19, 20-FEB-19
7619, 478, 11, 6, 20-FEB-19, 20-FEB-19, 20-FEB-19
7620, 478, 12, 10, 19-FEB-19, 19-FEB-19, 19-FEB-19
7621, 478, 13, 4, 01-JUL-19, 01-JUL-19, 01-JUL-19
7622, 478, 14, 6, 01-JUL-19, 01-JUL-19, 01-JUL-19
7623, 478, 15, 5, 11-JUL-19, 11-JUL-19, 11-JUL-19
7624, 478, 16, 7, 02-JUL-19, 02-JUL-19, 02-JUL-19
7625, 479, 1, 9, 15-FEB-17, 15-FEB-17, 15-FEB-17
7626, 479, 2, 6, 22-FEB-17, 22-FEB-17, 22-FEB-17
7627, 479, 3, 6, 10-FEB-17, 10-FEB-17, 10-FEB-17
7628, 479, 4, 6, 13-FEB-17, 13-FEB-17, 13-FEB-17
7629, 479, 5, 8, 04-JUL-17, 04-JUL-17, 04-JUL-17
7630, 479, 6, 7, 09-JUL-17, 09-JUL-17, 09-JUL-17
7631, 479, 7, 5, 03-JUL-17, 03-JUL-17, 03-JUL-17
7632, 479, 8, 9, 30-JUN-17, 30-JUN-17, 30-JUN-17
7633, 479, 9, 7, 10-FEB-18, 10-FEB-18, 10-FEB-18
7634, 479, 10, 7, 15-FEB-18, 15-FEB-18, 15-FEB-18
7635, 479, 11, 5, 15-FEB-18, 15-FEB-18, 15-FEB-18
7636, 479, 12, 6, 23-FEB-18, 23-FEB-18, 23-FEB-18
7637, 479, 13, 6, 10-JUL-18, 10-JUL-18, 10-JUL-18
7638, 479, 14, 4, 11-JUL-18, 11-JUL-18, 11-JUL-18
7639, 479, 15, 9, 02-JUL-18, 02-JUL-18, 02-JUL-18
7640, 479, 16, 6, 10-JUL-18, 10-JUL-18, 10-JUL-18
7641, 479, 17, 4, 13-FEB-19, 13-FEB-19, 13-FEB-19
7642, 479, 18, 9, 23-FEB-19, 23-FEB-19, 23-FEB-19
7643, 479, 19, 7, 22-FEB-19, 22-FEB-19, 22-FEB-19
7644, 479, 20, 7, 15-FEB-19, 15-FEB-19, 15-FEB-19
7645, 479, 21, 6, 06-JUL-19, 06-JUL-19, 06-JUL-19
7646, 479, 22, 9, 12-JUL-19, 12-JUL-19, 12-JUL-19
7647, 479, 23, 8, 07-JUL-19, 07-JUL-19, 07-JUL-19
7648, 479, 24, 4, 11-JUL-19, 11-JUL-19, 11-JUL-19
7649, 480, 1, 6, 19-FEB-17, 19-FEB-17, 19-FEB-17
7650, 480, 2, 5, 22-FEB-17, 22-FEB-17, 22-FEB-17
7651, 480, 3, 4, 15-FEB-17, 15-FEB-17, 15-FEB-17
7652, 480, 4, 4, 10-FEB-17, 10-FEB-17, 10-FEB-17
7653, 480, 5, 8, 05-JUL-17, 05-JUL-17, 05-JUL-17
7654, 480, 6, 5, 05-JUL-17, 05-JUL-17, 05-JUL-17
7655, 480, 7, 4, 04-JUL-17, 04-JUL-17, 04-JUL-17
7656, 480, 8, 7, 11-JUL-17, 11-JUL-17, 11-JUL-17
7657, 480, 9, 7, 22-FEB-18, 22-FEB-18, 22-FEB-18
7658, 480, 10, 4, 18-FEB-18, 18-FEB-18, 18-FEB-18
7659, 480, 11, 6, 22-FEB-18, 22-FEB-18, 22-FEB-18
7660, 480, 12, 6, 15-FEB-18, 15-FEB-18, 15-FEB-18
7661, 480, 13, 5, 01-JUL-18, 01-JUL-18, 01-JUL-18
7662, 480, 14, 9, 06-JUL-18, 06-JUL-18, 06-JUL-18
7663, 480, 15, 8, 13-JUL-18, 13-JUL-18, 13-JUL-18
7664, 480, 16, 6, 08-JUL-18, 08-JUL-18, 08-JUL-18
7665, 480, 17, 8, 22-FEB-19, 22-FEB-19, 22-FEB-19
7666, 480, 18, 7, 13-FEB-19, 13-FEB-19, 13-FEB-19
7667, 480, 19, 8, 11-FEB-19, 11-FEB-19, 11-FEB-19
7668, 480, 20, 7, 18-FEB-19, 18-FEB-19, 18-FEB-19
7669, 480, 21, 6, 11-JUL-19, 11-JUL-19, 11-JUL-19
7670, 480, 22, 5, 02-JUL-19, 02-JUL-19, 02-JUL-19
7671, 480, 23, 5, 09-JUL-19, 09-JUL-19, 09-JUL-19
7672, 480, 24, 5, 02-JUL-19, 02-JUL-19, 02-JUL-19
7673, 481, 1, 6, 10-FEB-17, 10-FEB-17, 10-FEB-17
7674, 481, 2, 6, 11-FEB-17, 11-FEB-17, 11-FEB-17
7675, 481, 3, 5, 11-FEB-17, 11-FEB-17, 11-FEB-17
7676, 481, 4, 8, 18-FEB-17, 18-FEB-17, 18-FEB-17
7677, 481, 5, 5, 10-JUL-17, 10-JUL-17, 10-JUL-17
7678, 481, 6, 6, 02-JUL-17, 02-JUL-17, 02-JUL-17
7679, 481, 7, 7, 12-JUL-17, 12-JUL-17, 12-JUL-17
7680, 481, 8, 5, 08-JUL-17, 08-JUL-17, 08-JUL-17
7681, 481, 9, 7, 16-FEB-18, 16-FEB-18, 16-FEB-18
7682, 481, 10, 6, 20-FEB-18, 20-FEB-18, 20-FEB-18
7683, 481, 11, 6, 21-FEB-18, 21-FEB-18, 21-FEB-18
7684, 481, 12, 8, 13-FEB-18, 13-FEB-18, 13-FEB-18
7685, 481, 13, 8, 13-JUL-18, 13-JUL-18, 13-JUL-18
7686, 481, 14, 7, 05-JUL-18, 05-JUL-18, 05-JUL-18
7687, 481, 15, 7, 08-JUL-18, 08-JUL-18, 08-JUL-18
7688, 481, 16, 4, 11-JUL-18, 11-JUL-18, 11-JUL-18
7689, 481, 17, 7, 20-FEB-19, 20-FEB-19, 20-FEB-19
7690, 481, 18, 4, 14-FEB-19, 14-FEB-19, 14-FEB-19
7691, 481, 19, 5, 23-FEB-19, 23-FEB-19, 23-FEB-19
7692, 481, 20, 7, 13-FEB-19, 13-FEB-19, 13-FEB-19
7693, 481, 21, 6, 30-JUN-19, 30-JUN-19, 30-JUN-19
7694, 481, 22, 4, 13-JUL-19, 13-JUL-19, 13-JUL-19
7695, 481, 23, 5, 05-JUL-19, 05-JUL-19, 05-JUL-19
7696, 481, 24, 5, 13-JUL-19, 13-JUL-19, 13-JUL-19
7697, 482, 1, 10, 10-FEB-18, 10-FEB-18, 10-FEB-18
7698, 482, 2, 7, 19-FEB-18, 19-FEB-18, 19-FEB-18
7699, 482, 3, 7, 19-FEB-18, 19-FEB-18, 19-FEB-18
7700, 482, 4, 4, 10-FEB-18, 10-FEB-18, 10-FEB-18
7701, 482, 5, 7, 03-JUL-18, 03-JUL-18, 03-JUL-18
7702, 482, 6, 9, 13-JUL-18, 13-JUL-18, 13-JUL-18
7703, 482, 7, 7, 11-JUL-18, 11-JUL-18, 11-JUL-18
7704, 482, 8, 7, 12-JUL-18, 12-JUL-18, 12-JUL-18
7705, 482, 9, 7, 22-FEB-19, 22-FEB-19, 22-FEB-19
7706, 482, 10, 10, 16-FEB-19, 16-FEB-19, 16-FEB-19
7707, 482, 11, 10, 21-FEB-19, 21-FEB-19, 21-FEB-19
7708, 482, 12, 7, 23-FEB-19, 23-FEB-19, 23-FEB-19
7709, 482, 13, 8, 01-JUL-19, 01-JUL-19, 01-JUL-19
7710, 482, 14, 5, 06-JUL-19, 06-JUL-19, 06-JUL-19
7711, 482, 15, 5, 09-JUL-19, 09-JUL-19, 09-JUL-19
7712, 482, 16, 10, 13-JUL-19, 13-JUL-19, 13-JUL-19
7713, 483, 1, 4, 19-FEB-17, 19-FEB-17, 19-FEB-17
7714, 483, 2, 5, 11-FEB-17, 11-FEB-17, 11-FEB-17
7715, 483, 3, 8, 10-FEB-17, 10-FEB-17, 10-FEB-17
7716, 483, 4, 9, 12-FEB-17, 12-FEB-17, 12-FEB-17
7717, 483, 5, 5, 30-JUN-17, 30-JUN-17, 30-JUN-17
7718, 483, 6, 8, 11-JUL-17, 11-JUL-17, 11-JUL-17
7719, 483, 7, 5, 09-JUL-17, 09-JUL-17, 09-JUL-17
7720, 483, 8, 9, 01-JUL-17, 01-JUL-17, 01-JUL-17
7721, 483, 9, 6, 10-FEB-18, 10-FEB-18, 10-FEB-18
7722, 483, 10, 5, 23-FEB-18, 23-FEB-18, 23-FEB-18
7723, 483, 11, 9, 11-FEB-18, 11-FEB-18, 11-FEB-18
7724, 483, 12, 4, 21-FEB-18, 21-FEB-18, 21-FEB-18
7725, 483, 13, 4, 08-JUL-18, 08-JUL-18, 08-JUL-18
7726, 483, 14, 6, 10-JUL-18, 10-JUL-18, 10-JUL-18
7727, 483, 15, 9, 08-JUL-18, 08-JUL-18, 08-JUL-18
7728, 483, 16, 9, 30-JUN-18, 30-JUN-18, 30-JUN-18
7729, 483, 17, 4, 16-FEB-19, 16-FEB-19, 16-FEB-19
7730, 483, 18, 9, 10-FEB-19, 10-FEB-19, 10-FEB-19
7731, 483, 19, 4, 13-FEB-19, 13-FEB-19, 13-FEB-19
7732, 483, 20, 9, 16-FEB-19, 16-FEB-19, 16-FEB-19
7733, 483, 21, 5, 12-JUL-19, 12-JUL-19, 12-JUL-19
7734, 483, 22, 6, 10-JUL-19, 10-JUL-19, 10-JUL-19
7735, 483, 23, 4, 01-JUL-19, 01-JUL-19, 01-JUL-19
7736, 483, 24, 4, 06-JUL-19, 06-JUL-19, 06-JUL-19
7737, 484, 1, 6, 11-FEB-18, 11-FEB-18, 11-FEB-18
7738, 484, 2, 9, 15-FEB-18, 15-FEB-18, 15-FEB-18
7739, 484, 3, 9, 10-FEB-18, 10-FEB-18, 10-FEB-18
7740, 484, 4, 5, 11-FEB-18, 11-FEB-18, 11-FEB-18
7741, 484, 5, 9, 01-JUL-18, 01-JUL-18, 01-JUL-18
7742, 484, 6, 8, 09-JUL-18, 09-JUL-18, 09-JUL-18
7743, 484, 7, 5, 10-JUL-18, 10-JUL-18, 10-JUL-18
7744, 484, 8, 7, 12-JUL-18, 12-JUL-18, 12-JUL-18
7745, 484, 9, 10, 15-FEB-19, 15-FEB-19, 15-FEB-19
7746, 484, 10, 10, 19-FEB-19, 19-FEB-19, 19-FEB-19
7747, 484, 11, 8, 13-FEB-19, 13-FEB-19, 13-FEB-19
7748, 484, 12, 10, 22-FEB-19, 22-FEB-19, 22-FEB-19
7749, 484, 13, 8, 10-JUL-19, 10-JUL-19, 10-JUL-19
7750, 484, 14, 5, 08-JUL-19, 08-JUL-19, 08-JUL-19
7751, 484, 15, 6, 13-JUL-19, 13-JUL-19, 13-JUL-19
7752, 484, 16, 9, 03-JUL-19, 03-JUL-19, 03-JUL-19
7753, 485, 1, 4, 16-FEB-19, 16-FEB-19, 16-FEB-19
7754, 485, 2, 8, 12-FEB-19, 12-FEB-19, 12-FEB-19
7755, 485, 3, 4, 19-FEB-19, 19-FEB-19, 19-FEB-19
7756, 485, 4, 7, 12-FEB-19, 12-FEB-19, 12-FEB-19
7757, 485, 5, 9, 12-JUL-19, 12-JUL-19, 12-JUL-19
7758, 485, 6, 10, 06-JUL-19, 06-JUL-19, 06-JUL-19
7759, 485, 7, 6, 03-JUL-19, 03-JUL-19, 03-JUL-19
7760, 485, 8, 5, 06-JUL-19, 06-JUL-19, 06-JUL-19
7761, 486, 1, 6, 12-FEB-17, 12-FEB-17, 12-FEB-17
7762, 486, 2, 6, 14-FEB-17, 14-FEB-17, 14-FEB-17
7763, 486, 3, 6, 19-FEB-17, 19-FEB-17, 19-FEB-17
7764, 486, 4, 9, 23-FEB-17, 23-FEB-17, 23-FEB-17
7765, 486, 5, 4, 30-JUN-17, 30-JUN-17, 30-JUN-17
7766, 486, 6, 4, 30-JUN-17, 30-JUN-17, 30-JUN-17
7767, 486, 7, 6, 30-JUN-17, 30-JUN-17, 30-JUN-17
7768, 486, 8, 7, 30-JUN-17, 30-JUN-17, 30-JUN-17
7769, 486, 9, 9, 23-FEB-18, 23-FEB-18, 23-FEB-18
7770, 486, 10, 6, 14-FEB-18, 14-FEB-18, 14-FEB-18
7771, 486, 11, 4, 14-FEB-18, 14-FEB-18, 14-FEB-18
7772, 486, 12, 5, 10-FEB-18, 10-FEB-18, 10-FEB-18
7773, 486, 13, 4, 08-JUL-18, 08-JUL-18, 08-JUL-18
7774, 486, 14, 7, 12-JUL-18, 12-JUL-18, 12-JUL-18
8280, 521, 16, 10, 30-JUN-19, 30-JUN-19, 30-JUN-19
8281, 522, 1, 6, 11-FEB-17, 11-FEB-17, 11-FEB-17
8282, 522, 2, 5, 15-FEB-17, 15-FEB-17, 15-FEB-17
8283, 522, 3, 6, 15-FEB-17, 15-FEB-17, 15-FEB-17
8284, 522, 4, 8, 22-FEB-17, 22-FEB-17, 22-FEB-17
8285, 522, 5, 6, 04-JUL-17, 04-JUL-17, 04-JUL-17
8286, 522, 6, 4, 01-JUL-17, 01-JUL-17, 01-JUL-17
8287, 522, 7, 7, 12-JUL-17, 12-JUL-17, 12-JUL-17
8288, 522, 8, 8, 13-JUL-17, 13-JUL-17, 13-JUL-17
8289, 522, 9, 8, 13-FEB-18, 13-FEB-18, 13-FEB-18
8290, 522, 10, 5, 19-FEB-18, 19-FEB-18, 19-FEB-18
8291, 522, 11, 9, 23-FEB-18, 23-FEB-18, 23-FEB-18
8292, 522, 12, 6, 22-FEB-18, 22-FEB-18, 22-FEB-18
8293, 522, 13, 5, 07-JUL-18, 07-JUL-18, 07-JUL-18
8294, 522, 14, 5, 10-JUL-18, 10-JUL-18, 10-JUL-18
8295, 522, 15, 9, 09-JUL-18, 09-JUL-18, 09-JUL-18
8296, 522, 16, 9, 05-JUL-18, 05-JUL-18, 05-JUL-18
8297, 522, 17, 7, 22-FEB-19, 22-FEB-19, 22-FEB-19
8298, 522, 18, 4, 12-FEB-19, 12-FEB-19, 12-FEB-19
8299, 522, 19, 6, 13-FEB-19, 13-FEB-19, 13-FEB-19
8300, 522, 20, 6, 18-FEB-19, 18-FEB-19, 18-FEB-19
8301, 522, 21, 4, 08-JUL-19, 08-JUL-19, 08-JUL-19
8302, 522, 22, 6, 10-JUL-19, 10-JUL-19, 10-JUL-19
8303, 522, 23, 4, 12-JUL-19, 12-JUL-19, 12-JUL-19
8304, 522, 24, 6, 07-JUL-19, 07-JUL-19, 07-JUL-19
8305, 523, 1, 10, 19-FEB-19, 19-FEB-19, 19-FEB-19
8306, 523, 2, 8, 22-FEB-19, 22-FEB-19, 22-FEB-19
8307, 523, 3, 10, 18-FEB-19, 18-FEB-19, 18-FEB-19
8308, 523, 4, 8, 15-FEB-19, 15-FEB-19, 15-FEB-19
8309, 523, 5, 5, 07-JUL-19, 07-JUL-19, 07-JUL-19
8310, 523, 6, 4, 06-JUL-19, 06-JUL-19, 06-JUL-19
8311, 523, 7, 5, 04-JUL-19, 04-JUL-19, 04-JUL-19
8312, 523, 8, 5, 09-JUL-19, 09-JUL-19, 09-JUL-19
8313, 524, 1, 5, 23-FEB-19, 23-FEB-19, 23-FEB-19
8314, 524, 2, 4, 10-FEB-19, 10-FEB-19, 10-FEB-19
8315, 524, 3, 7, 11-FEB-19, 11-FEB-19, 11-FEB-19
8316, 524, 4, 10, 13-FEB-19, 13-FEB-19, 13-FEB-19
8317, 524, 5, 7, 11-JUL-19, 11-JUL-19, 11-JUL-19
8318, 524, 6, 10, 08-JUL-19, 08-JUL-19, 08-JUL-19
8319, 524, 7, 6, 30-JUN-19, 30-JUN-19, 30-JUN-19
8320, 524, 8, 5, 11-JUL-19, 11-JUL-19, 11-JUL-19
8321, 525, 1, 8, 11-FEB-19, 11-FEB-19, 11-FEB-19
8322, 525, 2, 6, 22-FEB-19, 22-FEB-19, 22-FEB-19
8323, 525, 3, 9, 21-FEB-19, 21-FEB-19, 21-FEB-19
8324, 525, 4, 7, 17-FEB-19, 17-FEB-19, 17-FEB-19
